class,document,feature
PHOTOSYNTHESIS,PHOTOSYNTHESIS-2015-155,interaction arabidopsis trihelixdomain transcription factors vfp vfp agrobacterium virulence protein virf agrobacterium natural genetic engineer plants exports several virulence proteins host cells order take advantage cell machinery facilitate transformation support bacterial growth one effectors fbox protein virf presumably uses host ubiquitinproteasome system ups uncoat packaging proteins invading bacterial tdna analogy several bacterial effectors virf likely several functions host cell therefore several interacting partners among host proteins identify one interactor arabidopsis trihelixdomain transcription factor vfp show close homolog vfp also interacted virf interestingly interactions virf either vfp vfp activate host ups suggesting virf might play upsindependent roles bacterial infection better understand potential scope vfp function used rnai reduce expression vfp gene transcriptome profiling vfpsilenced plants using highthroughput cdna sequencing rnaseq revealed vfp substantially affected plant gene expression specifically genes representing approximately expressed genes significantly either upor downregulated vfp rnai line compared wildtype col plants among upregulated genes genes implicated regulation transcription protein degradation calcium signaling hormone metabolism whereas downregulated genes included involved redox regulation light reactions photosynthesis metabolism lipids amino acids cell wall overall pattern changes gene expression characteristic plants stress thus vfp likely plays important role controlling plant homeostasis
PHOTOSYNTHESIS,PHOTOSYNTHESIS-2015-156,changes photosynthesis alpine plant saussurea superba leaf expansion franciszek grski institute plant physiology polish academy sciences krakw native alpine plant saussurea superba widely distributed qinghaitibetan plateau regions leaves superba grow whorled rosettes horizontally oriented maximize sunlight exposure experiments conducted alpine kobresia humilis meadow near haibei alpine meadow ecosystem research station n e alt leaf growth photosynthetic pigments chlorophyll fluorescence parameters measured expanding leaves superba results indicate leaf area increased progressively inner younger leaves outside fully expanded ones slightly decreased nearly senescent leaves due early unfavorable environmental conditions deviating ordinary growth pattern specific leaf area decreased leaves fully expanded leaf thickness largest mature leaves significant changes content chlorophylls chl carotenoids car ratios chl ab carchl declined full expansion leaves variation chl ab coincided well changes photochemical quenching qp fraction open psii reaction centers ql maximum quantum efficiency psii photochemistry min dark relaxation fvfm continuously increased younger leaves fully mature leaves suggesting mature leaves could recover quickly photoinhibition younger leaves lightharvesting capacity relatively steady leaf expansion indicated maximum quantum efficiency open psii centers formula presented uvabsorbing compounds could effectively screen harmful solar radiation main protection way photosynthetic apparatus decline qp ql maturation together limitation quantum efficiency psii reaction centers lpfd shows decrease oxidation state qa psii reaction centers natural sunlight furthermore lightinduced npq nonlightinduced quenching consistent variation lpfd concluded leaves superba could classified four functional groups young fully expanded mature senescent quick recovery photoinhibition correlated protection screening pigments high level light energy trapping correlated preservation photosynthetic pigments increasing npq leaves maturation indicates thermal dissipation excessive excitation energy safety potential threat photosynthetic apparatus strengthened due declination qp ql enhancement lpfd
PHOTOSYNTHESIS,PHOTOSYNTHESIS-2015-158,plantecophys r package analysing modelling leaf gas exchange data remko duursma open access article distributed terms creative commons attribution license permits unrestricted use distribution reproduction medium provided original author source credited present r package plantecophys toolkit analyse model leaf gas exchange data measurements leaf photosynthesis transpiration routinely collected portable gas exchange instruments analysed key models models include farquharvon caemmererberry fvcb model leaf photosynthesis ballberry models stomatal conductance coupled leaf gas exchange model combines supply demand functions co leaf plantecophys r package includes functions fitting models measurements well simulating fitted models aid interpreting experimental data describe functionality implementation new package give examples use briefly describe functions fitting fvcb model photosynthesis measurements photosynthesis co response curves aci curves fitting ballberry type models modelling c photosynthesis coupled photosynthesisstomatal conductance model modelling c photosynthesis numerical solution optimal stomatal behaviour energy balance calculations using penmanmonteith equation opensource package makes technically challenging calculations easily accessible many users freely available cran
PHOTOSYNTHESIS,PHOTOSYNTHESIS-2015-159,transcriptome analysis kiwifruit actinidia chinensis bark response armoured scale insect hemiberlesia lataniae feeding hill et al kiwifruit cultivar actinidia chinensis hort resistant polyphagous armoured scale insect pest hemiberlesia lataniae hemiptera diaspididae cdna microarray consisting unigenes selected expressed sequence tags ests used measure transcriptomic profile chinensis horta canes response controlled infestation h lataniae days transcripts differentially expressed days transcripts differentially expressed transcripts grouped major functional categories using mapman software days transcripts associated photosynthesis photosystem ii significantly downregulated associated secondary metabolism significantly upregulated total transcripts associated response stress differentially expressed included biotic stressrelated transcripts orthologous pathogenesis related proteins phenylpropanoid pathway nbslrr r genes receptorlike kinaseleucine rich repeat signalling proteins transcriptional studies conclusive right results suggestive defence response involving eti pti predominance sa signalling pathway exogenous application samimic decreased h lataniae growth chinensis horta plants two laboratory experiments
PHOTOSYNTHESIS,PHOTOSYNTHESIS-2015-16,natural isoforms photosystem ii subunit differ photoassembly efficiency wateroxidizing complex springer sciencebusiness media dordrecht oxygenic photosynthesis efficiency increasing solar flux limited lightinduced damage photoinhibition photosystem ii psii primarily targeting reaction center subunit cyanobacteria contain two natural isoforms function better low light high light herein rates yields photoassembly mncao wateroxidizing complex woc free inorganic cofactors mn ca water electron acceptor apowocpsii shown differ significantly apowocpsii exhibits fold faster ratelimiting step photoassembly sevenfold faster rate first lightstable mn intermediate im much higher rate photoinhibition conversely apowocpsii assembles slower sevenfold higher yield achieved higher quantum yield charge separation slower photoinhibition rate results confirm extend previous observations two holoenzymes dpsii greater quantum yield primary charge separation faster p qa charge recombination less photoinhibition results slower rate higher yield photoassembly apowocpsii complex contrast dpsii lower quantum yield primary charge separation slower p qa charge recombination rate faster photoinhibition together result higher rate lower yield photoassembly higher light intensities cyanobacterial psii reaction centers contain high lowlight isoforms tailor performance optimize photosynthesis varying light conditions similar consequences photoassembly kinetics yield different efficiencies photoassembly versus photoinhibition impose differential costs biosynthesis function light intensity
PHOTOSYNTHESIS,PHOTOSYNTHESIS-2015-160,dissipative pathways photosystemii antenna plants elsevier bv rights reserved antenna photosystem ii plants possesses remarkable functional flexibility allowing photoprotective regulation lightharvesting face rapid fluctuations light intensity central adaptability reversible formation dissipative energy transfer pathways within antenna protect reaction centres potentially damaging excess excitation energy exact molecular nature pathways mechanism form still open questions within field photosynthesis research present review current knowledge subject discuss multiscale nature pathways intrinsic structural electronic changes within individual antenna proteins coupled large scale changes structure energetic connectivity membrane whole review physical properties likely validity current competing models dissipation mechanism discussing recently studied general property dissipative pathways slow economic nature npq quencher property reflects finelytuned nature quenching pathway ie ability offer protection photosynthetic machinery without compromising normal photosynthetic function
PHOTOSYNTHESIS,PHOTOSYNTHESIS-2015-161,aquaporindeficient mutant synechocystis sensitive salt highlight stress elsevier bv rights reserved cyanobacterial aquaporins play important role regulation various physiological functions cell volume control osmotic stress responses gas exchange employed aqpzdeficient mutant synechocystis study role aquaporins responses salt nacl high light stress electron microscopy paramagnetic resonance revealed aqpzdeficient cells unable efficiently regulate cytoplasmic volume salt stress photosystems psii especially psi cells sensitive nacl high light thus aqpz synechocystis participates regulation photosynthetic activity psi psii salt highlight stress results demonstrate aqpz might necessary repair psii psi photodamage
PHOTOSYNTHESIS,PHOTOSYNTHESIS-2015-162,metabolic engineering synechococcus sp pcc produce polyhydroxybutyrate polyhydroxybutyratecohydroxybutyrate international metabolic engineering society cyanobacteria important group photoautotrophic bacteria engineered used produce wide range biomaterials biofuels usually derived important intermediates central metabolic pathways study production polyhydroxybutyrate polyhydroxybutyratecohydroxybutyrate cyanobacteria studied metabolic engineering strategies improve yields also investigated genes involved biosynthetic pathway polyhydroxybutyrate chlorogloeopsis fritschii pcc introduced synechococcus sp pcc resulting strain able accumulate total cell dry weight polyhydroxybutyrate ccmr gene deleted strain yield polyhydroxybutyrate increased total cell dry weight biosynthetic pathway production hydroxybutyrylcoa also constructed introduced polyhydroxybutyrateproducing strain resulting strain able produce total cell dry weight polyhydroxybutyratecohydroxybutyrate hydroxybutyrate accounted copolymer results demonstrate polyhydroxybutyratecohydroxybutyrate produced cyanobacteria confirm succinic semialdehyde important tca cycle metabolite cyanobacteria study also demonstrates potential future metabolic engineering cyanobacteria based recently discovered metabolites
PHOTOSYNTHESIS,PHOTOSYNTHESIS-2015-163,effect photosystem inactivation chlorophyll fluorescence induction wheat leaves activity photosystem play role ojip rise elsevier bv rights reserved interpretation fast chlorophyll fluorescence induction still subject continuing discussion one contentious issues influence photosystem psi activity kinetics thermal jipphase ojip rise demonstrate influence realized series measurements wheat leaves subjected psi photoinactivation sequence red saturation pulses mol photons every applied darkness treatment led moderate decrease maximum quantum efficiency psii strong decrease number oxidizable psi considerably limited linear electron transport co assimilation surprisingly psi photoinactivation low effects ojip kinetics variable fluorescence particular amplitude variable fluorescence ipstep vip considered measure psi content decreased despite low content photooxidizable psi hand slower relaxation chlorophyll fluorescence saturation pulse well results doublehit method suggest psi inactivation treatment led increase fraction qbnonreducing psii reaction centers results somewhat challenge mainstream interpretations jipthermal phase least suggest ip amplitude serve estimate reliably psi content psi psii ratio moreover results recommend use novel method psi inactivation might help clarify important issues needed correct understanding ojip fluorescence rise
PHOTOSYNTHESIS,PHOTOSYNTHESIS-2015-164,photosynthetic performance red alga pyropia haitanensis emersion special reference effects solar uv radiation dehydration elevated co concentration american society photobiology macroalgae distributed intertidal zones experience series environmental changes periodical desiccation associated tidal cycles increasing co concentration solar uvb nm irradiance context climate change investigated economic red macroalga pyropia haitanensis perform photosynthesis elevated atmospheric co concentration presence solar uv radiation nm emersion results showed elevated co ppmv significantly increased photosynthetic carbon fixation rate p haitanensis alga dehydrated solar uv radiation insignificant effects net photosynthesis without desiccation stress low levels sunlight significantly inhibited increased levels desiccation sunlight intensity highest extent highest levels water loss solar radiation presence uv radiation elevated co acted synergistically cause higher inhibition photosynthetic carbon fixation exacerbated higher levels desiccation sunlight p haitanensis benefit increasing atmospheric co concentration emersion low moderate levels solar radiation combined effects elevated co uv radiation acted synergistically reduce photosynthesis high solar radiation levels noon periods
PHOTOSYNTHESIS,PHOTOSYNTHESIS-2015-165,recent advances use mass spectrometry examine structurefunction relationships photosystem ii elsevier bv rights reserved tandem mass spectrometry often coupled chemical modification techniques developing increasingly important tool structural biology methods provide important supplementary information concerning structural organization subunit makeup membrane protein complexes identification conformational changes occurring enzymatic reactions identification location posttranslational modifications elucidation structure assembly repair complexes review present brief introduction photosystem ii tandem mass spectrometry protein modification techniques used examine photosystem discuss number recent case studies used techniques address open questions concerning ps ii include nature subunitsubunit interactions within phycobilisome interaction phycobilisomes photosystem orange carotenoid protein location cyanoq psbq psbp within photosystem ii identification phosphorylation oxidative modification sites within photosystem finally discuss future prospects use methods examining open questions ps ii structural biochemistry
PHOTOSYNTHESIS,PHOTOSYNTHESIS-2015-166,nanosized mn oxide true catalyst wateroxidation reaction elsevier bv short perspective highlights new results wateroxidizing mnbased catalysts artificial photosynthetic systems
PHOTOSYNTHESIS,PHOTOSYNTHESIS-2015-167,cryoimaging photosystems phycobilisomes anabaena sp pcc cells elsevier bv rights reserved primary photosynthetic reactions take place inside thylakoid membrane lighttochemical energy conversion catalyzed two pigmentprotein complexes photosystem psi photosystem ii psii light absorption cyanobacteria increased pigmentprotein supercomplexes phycobilisomes pbss situated thylakoid membrane surfaces transfer excitation energy photosystems explored localization psi psii pbss thylakoid membrane native cyanobacteria cell anabaena sp means cryogenic confocal microscopy adapted conventional temperature controlling stage olympus fv confocal microscope presence red shifted emission chlorophylls psi confirmed spectral measurements confocal fluorescence images psi spectral range nm psii spectral range nm pbss spectral range nm recorded low temperature colocalization images showed spatial heterogeneity psi psii pbss thylakoid membrane three dominant areas identified psipsiipbs supercomplex area psiipbs supercomplex area psi area observed results discussed regard lightharvesting regulation cyanobacteria
PHOTOSYNTHESIS,PHOTOSYNTHESIS-2015-169,ionic liquids effects permeability photosynthetic membranes probed electrochromic shift endogenous carotenoids elsevier bv rights reserved ionic liquids ils promising materials exploited solvents media many innovative applications already used industrial scale chemical structure physicochemical properties ils differ significantly according specific applications synthesized consequence interaction biological entities toxicity vary substantially select highly effective minimally harmful ils properties need investigated use called chromatophores proteinphospholipid membrane vesicles obtained photosynthetic bacterium rhodobacter sphaeroides assess effects imidazolinium pyrrolidinium ils chloride dicyanamide counter anions ionic permeability native biological membrane extent modalities ils affect ionic conductivity studied chromatophores analyzing electrochromic response endogenous carotenoids acting intramembrane voltmeter molecular level show chromatophores represent vitro experimental model suitable probe permeability changes induced cell membranes ils differing chemical nature degree oxygenation cationic moiety counter anion
PHOTOSYNTHESIS,PHOTOSYNTHESIS-2015-17,chloroplast rna polymerases role chloroplast biogenesis elsevier bv abstract plastid genes transcribed two types rna polymerase angiosperms bacterial type plastidencoded rna polymerase pep one rpotp monocots two rpotp rpotmp dicots nuclearencoded rna polymerases nep pep bacterialtype multisubunit enzyme composed core subunits coded plastid rpoa rpob rpoc rpoc genes additional protein factors sigma factors polymerase associated protein paps encoded nuclear genome sigma factors required pep promoter recognition six different sigma factors nep subunit identified bears catalytic activity nep pep use different promoters many plastid genes pep nep promoters pep dominates transcription photosynthesis genes intriguingly rpob belongs genes transcribed exclusively nep nep pep active nongreen plastids chloroplasts stages development transcriptional activity nep pep affected endogenous exogenous factors article part special issue entitled chloroplast biogenesis
PHOTOSYNTHESIS,PHOTOSYNTHESIS-2015-170,vivo reconstitution homodimeric cytochrome b like structure role nterminus subunit synechocystis sp pcc elsevier bv rights reserved cytochrome b hemebridged heterodimeric protein two subunits subunits synechocystis sp pcc previously cloned overexpressed escherichia coli vivo reconstitution experiments carried formation homodimers bacterial membrane endogenous heme observed case subunit full length subunit present work reconstitution homodimer cytochrome b like structure possible using chimeric nterminus subunit truncated amino acid isoleucine eliminating completely short amphipathic helix lays surface membrane overexpression vivo reconstitution bacteria clearly demonstrated brownish color culture pellet use commercial monoclonal antibody fusion protein carrier maltoside binding protein polyclonal antibodies synthetic peptide subunit thermosynechococcus elongatus moreover simple partial purification membrane solubilization triton x confirmed overexpressed protein complex corresponded maltoside binding proteinchimeric subunit cytochrome b like structure features new structure determined uvvis electron paramagnetic resonance redox potentiometric techniques ribbon representations possible structures also shown better understand mechanism cytochrome b maturation bacterial cytoplasmic membrane
PHOTOSYNTHESIS,PHOTOSYNTHESIS-2015-171,photocatalytic synthesis anilides nitrobenzenes visible light irradiation reaction elsevier bv rights reserved efficient method developed synthesis series anilides via two one reaction nitrobenzenes anhydride presence tio nanocatalyst photocatalyst sunlight blue led irradiation method simultaneously nitrobenzenes convert corresponding anilines via photocatalytic reduction tio surface condensation aniline anhydride performed lewis acid site tio surface interestingly amidation step leads promotion better reaction good selectivity reduction nitrocompounds method simple rapid high yield green
PHOTOSYNTHESIS,PHOTOSYNTHESIS-2015-172,biomembranes research using thermal cold neutrons james chadwick discovered neutron using polonium source beryllium target chadwick letter niels bohr dated february chadwick wrote whatever radiation may remarkable properties concerns hydrogenrich biological materials remarkable property neutrons differential sensitivity hydrogen isotope deuterium differential sensitivity unique neutron scattering unlike xray scattering arises nuclear forces consequently coherent neutron scattering length experience dramatic change magnitude phase result resonance scattering imparting sensitivity light heavy atoms favorable cases isotopic variants article describes recent biomembranes research using variety neutron scattering techniques
PHOTOSYNTHESIS,PHOTOSYNTHESIS-2015-173,uv sensitivity vegetative reproductive tissues two antarctic brown algae related differential allocation phenolic substances american society photobiology uv sensitivity vegetative reproductive tissues two antarctic brown macroalgae compared photosynthesis well content localization phenolic substances determined responses uv radiation quantified chlorophyll fluorescence fvfm ascoseira mirabilis showed high uv tolerance cystosphaera jacquinotii fvfm decreased receptacles tolerant vegetative blades phlorotannin contents showed opposite pattern soluble fraction dominated c jacquinotii mirabilis insoluble fraction abundant soluble phlorotannins higher reproductive vegetative tissues species images tissue crosssections violetblue light excitation confirmed high allocation phenolic compounds blue autofluorescence c jacquinotii reproductive vegetative blades allocation proportions soluble insoluble phlorotannins could related observed uv tolerance vegetative reproductive tissues
PHOTOSYNTHESIS,PHOTOSYNTHESIS-2015-174,localization evolution putative triose phosphate translocators diatom phaeodactylum tricornutum authors establishment metabolic connection host symbiont crucial step evolution obligate endosymbiotic relationship case evolution mitochondria plastids whereas mechanisms metabolite shuttling plastid host cytosol relatively well studied archaeplastida organisms acquired photosynthesis primary endosymbiosis little known process organisms complex plastids focus presence localization phylogeny putative triose phosphate translocators tpts complex plastid diatoms proteins thought play essential role connecting endosymbiont host metabolism via transport carbohydrates generated photosynthesis machinery endosymbiont show complex plastid localized tpts monophyletic present model howthe initial metabolic link betweenhost endosymbiont mighthavebeen established diatoms algae complex red plastids discuss implications evolution lineages
PHOTOSYNTHESIS,PHOTOSYNTHESIS-2015-175,discerning effects photoinhibition photoprotection rate oxygen evolution arabidopsis leaves elsevier bv rights reserved higher plants possess set interconnected processes regulate light harvesting nonphotochemical quenching chlorophyll fluorescence npq fastest process activated protect photosystem ps ii absorption excess light energy however damage psii reaction centers rciis often inevitable phenomenon known photoinhibition npq photoinhibition undermine psii quantum yield psii recently devised fluorescencebased methodology uses coefficient photochemical quenching measured dark following illumination qpd assess intactness rciis procedure enables express psii function f npq qpd psii fnpqqpd thus allowing efficiently discern effects protective npq photoinhibition upon efficiency electron transport study addressed relationship qpd psii measured photosynthetic oxygen evolution intact leaves arabidopsis found linear correlation qpd psii oxygen evolution well fvfm relates fact qpd reflects onset photoinhibition results demonstrate validity qpd parameter underlying theory quantitatively assessing psii efficiency solely using effective simple fluorescence technique
PHOTOSYNTHESIS,PHOTOSYNTHESIS-2015-176,reactive oxygen species reactions detection photosynthetic tissues elsevier bv rights reserved reactive oxygen species ros long recognized compounds dual roles cause cellular damage reacting biomolecules also function agents cellular signaling several different oxygencontaining compounds classified ros react least certain partners rapidly groundstate molecular oxygen known biological effects present review describes typical reactions important ros reactions basis detection methods prediction reactions ros biomolecules chemical physical methods used detection visualization quantification ros plants algae cyanobacteria reviewed main focus photosynthetic tissues limitations methods discussed
PHOTOSYNTHESIS,PHOTOSYNTHESIS-2015-177,psbs protein modulates nonphotochemical chlorophyll fluorescence quenching membranes depleted photosystems elsevier bv rights reserved plants varying levels psbs protein grown lincomycin enhanced levels nonphotochemical fluorescence quenching npq overexpressers protein observed accompanied increased amplitude irreversible npq component qi previously considered reflect mainly photoinhibition psii reaction centres rcii however since rciis largely absent observed qi likely originate lhcii antenna chloroplasts overexpressers psbs grown lincomycin abnormally large npq characterised ns average chlorophyll fluorescence lifetime yet lifetime fm state similar wildtype plants k fluorescence emission spectra revealed specific nm peak typical lhcii aggregates well quenching psi fluorescence nm aggregated state manifested clear change distance lhcii complexes detected freezefracture electron microscopy grana thylakoids quenched state revealed times aggregated lhcii particles compared darkadapted state overall results directly demonstrate importance lhcii aggregation npq mechanism show psii supercomplex structure plays role formation observed quenching
PHOTOSYNTHESIS,PHOTOSYNTHESIS-2015-178,silencing mitochondrial uncoupling protein gene aggravates chilling stress altering mitochondrial respiration electron transport tomato franciszek grski institute plant physiology polish academy sciences krakw mitochondrial uncoupling proteins ucps play crucial role regulation metabolic thermogenesis photosynthesis redox poise response stress situations however involvements ucps regulatory mechanisms plant mitochondrial respiration electron transport yet fully substantiated article show ucp essential effective respiratory balance mitochondrial electron transport poise chilling stress tomato compared ptrv nonsilenced plants suppression leucp expression virusinduced gene silencing significantly decreased total shamresistant cnresistant respiratory rates increased cytosolic glycolysis pathwayrelated gene expression enzymes activities chilling stress transcripts abundances ucrh cox cox aoxa aox ndc genes involved main bypass mietc components decreased nduo sdh slightly increased leaves leucpsilenced plants addition silencing leucp aggravated ho accumulation levels leaves chilling stress results provide strong evidence leucp critical respiratory homeostasis mitochondrial electron transport signaling chilling stress tomato
PHOTOSYNTHESIS,PHOTOSYNTHESIS-2015-179,comparative genomics bacterivorous green alga reveals evolutionary causalities consequences phagomixotrophic mode nutrition authors cymbomonas tetramitiformis marine prasinophyte one green algae still retain ancestral particulatefeeding mechanism harvesting energy photosynthesis genome alga estimated mb gb size bulk filled repetitive sequences annotated proteincoding gene models number unusual metabolic pathways chloroplastida predicted c tetramitiformis including pathways lipida peptidoglycan metabolism comparative analyses predicted peptides c tetramitiformis sets eukaryotes revealed nonphagocytes depleted number genes proportion known function feeding addition analysis suggests obligatory phagotrophy associated loss genes function biosynthesis small molecules eg amino acids c tetramitiformis least one phagomixotrophic alga thus unique compared obligatory heterotrophs nonphagocytes feeding small molecule synthesisrelated genes retained genomes results suggest early ancestral host eukaryotes gave rise phototrophs capacity assimilate building block molecules inorganic substances ie prototrophy loss biosynthesis genes thus may least partially explain apparent lack instances permanent incorporation photosynthetic endosymbionts laterdivergent auxotrophic eukaryotic lineages metazoans ciliates
PHOTOSYNTHESIS,PHOTOSYNTHESIS-2015-18,genomewide transcriptome analyses developing seeds low normal phytic acid soybean lines redekar et al background low phytic acid lpa crops potentially ecofriendly alternative conventional normal phytic acid pa crops improving mineral bioavailability monogastric animals well decreasing phosphate pollution lpa crops developed date carry mutations directly indirectly associated pa biosynthesis accumulation seed development lpa crops typically exhibit altered carbohydrate profiles increased free phosphate lower seedling emergence latter reduces overall crop yield hence limiting largescale cultivation improving lpa crop yield requires understanding downstream effects lpa genotype seed development towards end present comprehensive comparison geneexpression profiles lpa normal pa soybean lines glycine max five stages seed development using rnaseq approaches lpa line used study carries single point mutations myoinositol phosphate synthase gene along two multidrugresistance protein abc transporter genes results rna sequencing data lpa normal pa soybean lines five seeddevelopmental stages total libraries used differential expression functional enrichment analyses total differentially expressed genes including transcription factor genes identified eighteen biological processes apoptosis glucan metabolism cellular transport photosynthesis transcription factor families including wrky camta snf enriched seed development genes associated apoptosis glucan metabolism cellular transport showed enhanced expression early stages lpa seed development associated photosynthesis showed decreased expression late developmental stages results suggest lpacausing mutations play role inducing suppressing plant defense responses early late stages seed development respectively conclusions study provides global perspective transcriptomal changes soybean seed development lpa mutant mutants characterized earlier expression genes associated cell wall biosynthesis decrease photosynthetic genes late stages biological processes transcription factors identified study signatures lpacausing mutations
PHOTOSYNTHESIS,PHOTOSYNTHESIS-2015-180,effects elevated atmospheric co primary metabolite levels arabidopsis thaliana col leaves examination metabolome data author published oxford university press behalf japanese society plant physiologists rights reserved elevated atmospheric co concentrations co affect primary metabolite levels co direct substrate photosynthesis several studies responses primary metabolite levels examined using arabidopsis thaliana leaves results comprehensively discussed examined metabolome data thaliana accession col leaves grown elevated co sufficient nitrogen n nutrition elevated co starch monosaccharides several major amino acids accumulated leaves degree accumulation depended whether rooting medium contained nh low n conditions induce increase carbohydrates similar elevated co compared responses primary metabolite levels elevated co low n conditions levels tricarboxylic acid tca cycleassociated organic acids major amino acids decreased low n elevated co even elevated co low n induced decreases levels organic acids major amino acids small sink size also affects primary metabolite response patterns leaves elevated co conditions thus care necessary interpreting primary metabolite changes leaves fieldgrown plants
PHOTOSYNTHESIS,PHOTOSYNTHESIS-2015-181,boron deficiency affects cell morphology structure young leaves radish franciszek grski institute plant physiology polish academy sciences krakw boron b essential microelement growth development plants bdeficient radish plants grew slowly compared bsufficient controls soluble b cell wallbound b decreased young leaves removal b culture medium old leaves b deficiency reduced soluble b content significant effect cell wallbound b content compared controls mesophyll cells middle leaves enlarged abnormally greater cell wall thickness bdeficient conditions b deficiency reduced stomata frequency inhibited stomata aperture guard cells thickened cell walls bstarved leaves showed decreased photosynthesis stomatal conductance indicate b deficiency could interfere cell wall development especially irregular guard cell walls result b deficiency severely affected rhythmic stomatal closing opening preventing normal functioning stomata correspondingly photosynthesis indirectly affected plant growth decreased
PHOTOSYNTHESIS,PHOTOSYNTHESIS-2015-182,organic reactions electrochemical photochemical production chemical fuels co reduction chemistry carboxylic acids derivatives bent co surrogates elsevier bv rights reserved present review covers organic transformations involved reduction co chemical fuels particular focus reactions co organic molecules yield carboxylic acid derivatives first step co reduction reaction sequences biomimetic initial steps create opportunities tandem electrochemicalchemical reductions draw parallels longstanding knowledge co reactivity organic chemistry organocatalysis surface science electrocatalysis point possible nonfaradaic chemical reactions may contribute product distributions production solar fuels co reactions may accelerated thermal effects resistive heating illumination
PHOTOSYNTHESIS,PHOTOSYNTHESIS-2015-183,similarities differences wheat plant responses low temperature cadmium pleiades publishing inc comparative study performed accumulation biomass dynamics indicators activity photosynthetic apparatus cold tolerance seedlings frosttolerance wheat varieties effect low hardening temperature cadmium found plant responses effects stressors studied similar increase cold tolerance leaves slowing rates plant growth photosynthesis increased nonphotochemical fluorescence quenching observed cases time noted plant responses actions low temperature cd certain differences associated negative effect cd growth photosynthetic activity
PHOTOSYNTHESIS,PHOTOSYNTHESIS-2015-184,foliar application methyl jasmonate induced physiohormonal changes pisum sativum diverse temperature regimes elsevier masson sas global climate change brings unwarranted shifts abiotic heat stress cold stress wind precipitation biotic pathogens pests environmental factors thus posing threat agricultural productivity across world plants lodging due storms herbivory causes wounding stress consequently enhances endogenous jasmonates response plant growth arrested plant defense prioritized pretreated pea plants elevated methyl jasmonate meja levels ie controlled growth chamber conditions pretreated plants kept c heat stresshs c cold stresscs c optimumcontrol temperatureot h effect treatments plant growth attributes photosynthesis stomatal conductance cell death rate regulation endogenous hormones observed elevated meja application hindered plant growth attributes hs cs ot conditions moreover elevated meja levels lowered rate photosynthesis stomatal conductance induced stomatal closure caused higher cells mortality leaves hs cs ot conditions endogenous aba contents significantly declined meja treatments hs ot increased cs conditions exogenous meja enhanced endogenous jasmonic acid contents pea plants altered endogenous salicylic acid contents varying temperatures current study shows higher concentrations exogenous meja strengthen plant defense mechanism hindering plant growth stress conditions
PHOTOSYNTHESIS,PHOTOSYNTHESIS-2015-185,crgnat gene regulates excess copper accumulation tolerance chlamydomonas reinhardtii elsevier ireland ltd excess copper cu environment affects growth metabolism plants green algae however molecular mechanism regulating plant tolerance excess cu fully understood report gene crgnat enconding acetyltransferase chlamydomonas reinhardtii identified role regulating tolerance cu toxicity expression crgnat significantly induced cu top induction occurred transgenic algae overexpressing crgnat scrgnat c reinhardtii showed high tolerance excess cu improved cell population chlorophyll accumulation photosynthesis efficiency low degree oxidation regard reduced hydrogen peroxide lipid peroxides nonprotein thiol compounds contrast crgnat knockdown lines antisense led sensitivity cu stress scrgnat algae accumulated cu metals zn fe cu mn mg wildtype whereas crgnat downregulated algae santicrgnat moderate levels cu mn effects zn fe mg accumulation compared wildtype elevated metal absorption crgnat overexpression algae implies metals removed water media quantitative rtpcr analysis revealed expression two genes encoding nlysine histone methyltransferases repressed scrgnat algae suggesting crgnatregulated algal tolerance cu toxicity likely associated histone methylation chromatin remodeling present work provided example basis develop techniques environmental restoration metalcontaminated aquatic ecosystems
PHOTOSYNTHESIS,PHOTOSYNTHESIS-2015-186,peculiarities phenology primary production process pelagic zone lake onega pleiades publishing inc peculiarities phenology primary production process phytoplankton studied large northern lake major seasonal events primary production process seasonal dynamics abiotic biotic environmental factors described using average multiyear curves studied parameters pelagic zone lake onega primary production seasonal cycle synchronized water temperature dynamics chlorophyll concentration phytoplankton density nondiatom phytoplankton seasonal dynamics diatoms exhibits opposite pattern temperature coefficient photosynthesis q calculated natural phytoplankton community different seasons vegetation period phenological phases primary production defined
PHOTOSYNTHESIS,PHOTOSYNTHESIS-2015-187,morphological biochemical physiological responses indian cress tropaeolum majus elevated uvb radiation croatian society natural sciences rights reserved background purpose uvb radiation important environmental factor many plants remarkable influence defencerelated secondary metabolite biosynthesis possible consequences uvb radiation plants widely reported effect secondary plant metabolites ornamental medicinal plants poorly understood aim present research establish whether feasible cultivate tropaeolum majus conditions enhanced uvb radiation alter content total phenolic compounds leaves flowers whether uvb treatment affect plant physiological response material method outdoor study conducted examine effect different levels uvb radiation morphological specific leaf area length internodes petiole biochemical photosynthetic pigments uv absorbing compounds physiological characteristics photosynthesis photochemical yield psii transpiration rate water use efficiency widely cultivated annual herb indian cress majus l results conclusions enhanced uvb radiation induced increased synthesis total phenolic compounds leaves flowers photosynthesis photochemical yield psii mostly unaffected uvb transpiration rate higher elevated uvb levels beginning peak season specific leaf area length internodes petiole unaffected uvb treated specimens majus possessed enhanced amounts total phenolic compounds important utilisation majus herbs human health enhanced uvb treatment affected flowering majus end growing season may important negative implication success species elevated uvb radiation environments
