,class,document,feature
2293,DBT,DBT2294,epidemiological study childhood diabetes affecting two siblings incidence prevalence ages dates onset diabetes studied families affected children results suggested siblings children developed diabetes age years times likely develop diabetes children siblings surveyed estimated became diabetic age distribution ages onset siblings similar general population within sibships age onset appeared independently determined interval less year dates onset siblings occurred twice expected frequency interval less months results suggest age onset determined non genetic factors least cases aetiological environmental factors may lead development diabetes within period months
2294,DBT,DBT2295,removal infused leucine injury starvation conditions man investigate effects starvation elective surgery accidental injury clinical conditions metabolism branched chain amino acids man measured basal concentration leucine removal metabolic effects infused l leucine blood concentration leucine significantly increased surgery starvation accidental injury decreased cirrhosis tended increase diabetes unaffected muscular dystrophy half life infused leucine nearly doubled days complete starvation unaltered surgery decreased severe accidental injury infusion intralipid increased free fatty acid ketone body concentrations effect removal leucine load clearance rate infused leucine reduced diabetes muscular dystrophy increased cirrhosis effects infused leucine blood glucose ketone bodies differed according groups studied since traumatized patients given sufficient energy nitrogen disposed leucine load different rate starved patients causes increase blood concentration leucine two conditions different
2295,DBT,DBT2296,granulomatous sarcoid nephritis cause multiple renal tubular abnormalities report eleventh case granulomatous sarcoid nephritis review previous literature although commonly recognized calcium nephropath granulomatous nephritis may important cause morbidity mortality patients sarcoidosis characteristics similar tubulo interstitial diseases mild moderate albuminuria microscopic hematuria sterile pyuria predominate hypertension usually absent renal size well preserved urinary concentration defects including nephrogenic diabetes insipidus renal tubular acidosis inappropriate glucosuria may also seen interstitial inflammation non caseating granulomas epithelioid multinucleated giant cells usual histologic picture intimal thickening infrequent granulomas may occasionally involve small arteries immunofluorescence electron microscopic findings non specific
2296,DBT,DBT2297,increased growth stimulation fibroblasts diabetics diabetic serum factors low molecular weight serum factors non ketotic poorly controlled diabetic patients compared serum factors normal subjects stimulate growth protein synthesis cultured fibroblasts diabetic patients increased growth stimulating effect diabetic serum mainly related low molecular weight components mol wt daltons insulin glucose low molecular weight components diabetic serum effective combination serum factors molecular weight daltons essential initiation continuous stimulation cellular growth growth stimulation diabetic serum factors molecular weight daltons differ comparable normal serum factors relevance serum factors eg growth hormone lipoproteins increased growth stimulation mesenchymal cells diabetes mellitus seems limited importance much vitro results represent vivo situation chronic exposure vascular cells diabetics serum factors could related increased angiopathic risk diabetes mellitus
2297,DBT,DBT2298,status coronary arteries necropsy diabetes mellitus onset age years analysis diabetic patients without clinical evidence coronary heart disease comparison control subjects clinical morphologic observations made necropsy patients diabetes mellitus dm onset diabetes mellitus years age without dm chd dm chd clinical evidence coronary heart disease chd observations compared age sex matched nondiabetic control subjects died fatal coronary event chd dm average number three major right left anterior descending left circumflex coronary arteries per patient narrowed percent cross sectional area atherosclerotic plaques identical diabetic patients dm chd dm chd control subjects chd dm namely similarity amount coronary arterial narrowing present irrespective age onset years duration diabetes mellitus dm chd patients severe narrowing three major coronary arteries dm chd patients p amount severe narrowing proximal halves three arteries similar distal halves amount severe percent cross sectional area narrowing left main coronary artery greater patients diabetes mellitus nondiabetic controls percent versus percent p type treatment received patients diabetes mellitus adherence therapeutic program measured level random fasting blood sugar alter amount severe coronary narrowing observed necropsy
2298,DBT,DBT2299,yersinia enterocolitica septicemia human yersinia enterocolitica septicemia uncommon condition four new cases reported review made others taken medical literature septicemia caused microorganism occurs frequently young elderly usually involves patients havig previous liver blood disorders diabetes mellitus debilitating diseases clinically indistinguishable sepsis caused organisms enterobacteriaceae important clinician bear existence mind since yersinia enterocolitica strains usually resistant beta lactam antibiotics whereas susceptible aminoglycosides co trimoxazole among others susceptibilities blood isolates patients another ten fecal isolates eight patients showed previously described pattern isolates however susceptible new cephalosporins cefamandole cefoxitin experimental ones hr ly
2299,DBT,DBT2300,pregnancy diabetic retinopathy diabetic retinopathy expected progress term pregnancy retrospective study indicated photocoagulation successful preserving vision pregnant diabetic patients well similar group nonpregnant patients juvenile onset diabetes proliferative diabetic retinopathy absolute indication therapeutic abortion
2300,DBT,DBT2301,growth fetal biparietal diameter different types pregnancies total fetal biparietal measurements made using b scan technique increase biparietal diameter compared normal pregnancies complicated diabetes toxemia fetuses thought small dates last groups demonstrated statistically significant difference
2301,DBT,DBT2302,obesity pregnancy risks outcome obesity associated literature pregnancy risks hypertension diabetes mellitus disagreement persists expected course complications labor also effects obesity intrauterine growth gestational duration well defined study consecutive deliveries used computer based uniform perinatal record compare pregnancy risk outcome factors obese nonobese patients obese women kg time pregnancy found older higher parity obese obese group increased antepartum risk increased frequencies chronic hypertension inadequate pregnancy weight gain twin gestation diabetes mellitus oxytocin induction repeat cesarean sections performed frequently obese patients increase complications current labor frequency labor abnormalities oxytocin augmentation primary cesarean section similar comparison group examination infant outcome revealed similar apgar scores perinatal mortality groups fewer low birth weight infants g macrosomic babies g occurred obese population increase birth weight accounted increase birth weight percentile also significant lengthening period gestation
2302,DBT,DBT2303,staff manuals teaching patients addition outlining teach patients staff manual teaching patients diabetes staff manual teaching patients hypertension outline patient family learning promoted chapter specifically teaching learning process included manual concrete examples relevant disease process discussed manual also includes brief chapter organize set patient education hospital setting using team approach
2303,DBT,DBT2304,isolation partial characterization two human neurophysins use development specific radioimmunoassays two neurophysins nps thought primary protein forms produced hormones vasopressin vp oxytocin ot isolated human pituitary glands sucrose gradient centrifugation human neural lobes nps distribution similar either vp ot differential localization human np hnp vp hnp ot suggests association biosynthesis basis association np named vp associated hnp vp hnp ot associated hnp ot hnp purified proteins complexed bovine thyroglobulin order develop specific antisera rias developed antisera effective hnp range pg reference standards assays corrected protein content using amino acid analysis obtain absolute protein concentration type correction recommended rias measure proteins rias used measure concentrations hnps unextracted human plasma healthy sitting normally hydrated subjects sexes vp hnp ot hnp respectively pgml mean sem n significant difference values males females provided latter taking medication women oral contraceptives elevated times normal levels ot hnp normal levels vp hnp eleven patients syndrome inappropriate secretion antidiuretic hormone elevated levels vp hnp necessarily ot hnp surgery found consistently increase plasma vp hnp ot hnp two six subjects smoking caused dramatic release vp hnp indexed plasma levels rose times control values one patient lithium induced nephrogenic diabetes insipidus elevated plasma concentrations nps sensitivity specificity rias may make useful clinically certain pathological states
2304,DBT,DBT2305,absence correlation coronary arterial atherosclerosis severity duration diabetes mellitus adult onset relation severity duration diabetes mellitus severity ischemic heart disease uncertain clinical findings findings autopsy studied patients diabetes mellitus adult onset ranged age years clinical diagnosis diabetes established days years death statistically significant association demonstrated either simple correlation multivariate regression analysis clinically diagnosed severity duration diabetes either overall coronary disease number diseased vessels number myocardial infarctions presence expected correlations multivariate analysis suggested results study spurious however comparison age sex matched control patients revealed average diabetic patients overall coronary disease p diffuseness coronary disease p coronary collateralization p vessels involved atherosclerosis p myocardial infarcts p results suggest although diabetes mellitus adult onset condition larger coronary arteries subject atherosclerosis nondiabetic subjects progression atherosclerotic disease unrelated duration severity diabetes mellitus
2305,DBT,DBT2306,ultrastructure human umbilical arteries studies arteries newborn children delivered nonsmoking white group diabetic mothers effect diabetic metabolism human vascular wall studied using fetal cardiovascular system birth experimental model ultrastructure umbilical arteries nine newborn children nonsmoking diabetic mothers white group compared healthy nonsmokers intimal cushions thickening basement membrane often multilaminal appearance glycogen accumulations cells intima media found cells intima rich fibrillas identical underlying media myocytes endothelial cell death formation pseudoendothelium due migrating myocytes might explanation
2306,DBT,DBT2307,cerebral ischemia young adults cerebral ischemia patients age investigated using strict clinical instrumental protocol order elicit relative importance various iatrogenic factors involved addition atherosclerosis risk factors smoking hypertension ischemic heart disease diabetes dyslipidemia possible causes cerebral ischemia sought arteritis migraine head injury oral contraceptives coagulation disorders cardiogenic embolism etc patients examined least two atherosclerosis risk factors causes singly association atherosclerosis
2307,DBT,DBT2308,empirical test two threshold model disease transmission recent research diabetes mellitus revealed existence least two independent subtypes multifactorial analysis method suggested reich co workers testing independence transmission subtypes complex disorder agrees distinction techniques also sensitive non unitary nature mental retardation within sample subjects drawn data set reed reed therefore believe analysis could valuable adjunct limited repertoire methods currently available psychiatric researchers dealing issues differential diagnosis
2308,DBT,DBT2309,effective photocoagulation authors transl six hypotheses relating mode action photocoagulation based comprehensive data gathered literature put forward discussed particular emphasis given question achieving lasting break barrier represented bruchs membrane pigment epithelium thus altered diffusion conditions choriocapillaries retina addition peculiar marginal fluorescence fluorescein serial angiograms old light coagulation foci described compared data literature authors put forward new hypothesis concerning mode action light coagulation believe particularly marginal areas affected photocoagulation completely new conditions created metabolic exchange choroid retina including formation anastomoses shunts
2309,DBT,DBT2310,correlation form progression diabetic preretinitis authors transl ninety three patients typical symptoms diabetic preretinitis kept observation three five years average years examined fluorescein angiography least year progress various individual symptoms capillary occlusions pigment extravasation small vessels microaneurysms av shunts statistically significant patients suffering predominantly occlusive form diabetic preretinitis hence rapid progression changes must expected patients thn suffering exudative forms
2310,DBT,DBT2311,effect bordetella pertussis vaccine glucagon secretion normal alloxan dogs effect bordetella pertussis vaccine plasma glucose insulin glucagon secretion investigated normal alloxan dogs th day vaccine injection normal alloxan dogs infusion arginine glucose plasma glucose level lower iri level higher saline controls hand plasma irg level showed significant alloxan dogs vaccine made plasma irg level lower arginine infusion saline controls suppressed significantly glucose infusion effects vaccine disappeared th day injection normal alloxan dogs suggested normal dogs bordetella pertussis vaccine decreased plasma glucose promotion insulin secretion without effect glucagon secretion alloxan dogs vaccine might alleviate hyperglycemia enhancement insulin inhibition glucagon secretion
2311,DBT,DBT2312,plasma cholesterol triglyceride uric acid urban rural communities papua new guinea fasting plasma cholesterol triglycerides uric acid measured melanesian residents port moresby residents papuan coastal village cholesterol triglyceride levels low mean cholesterol mml triglycerides mml respectively urban rural residents relation age sex uric acid higher urban men mml either urban women mml rural men women mml levels plasma cholesterol found study similar previous reports rural populations papua new guinea apparent failure plasma lipids increase significantly urbanised residents port moresby significantly higher prevalence diabetes mellitus obesity unexplained
2312,DBT,DBT2313,biochemical properties basement membrane components health disease basement membranes complex macromolecular structures occupy extracellular space cells different histologic types biochemically composed type iv collagen several noncollagenous glycoproteins including laminin fibronectin gp pys glycoprotein heparan sulfate morphologic changes commonplace number renal diseases diabetic glomerular disease basement membrane markedly thickened biochemical basis elucidated disease associated basement membrane changes altered glycosylation glycoprotein components described important issue effect alterations interaction basement membrane components function basement membrane
2313,DBT,DBT2314,behaviour insulin antibodies diabetics treated different insulins determinations insulin antibodies insulin dependent diabetics treated successively various types insulin group diabetics received single insulin type onset disease revealed higher titers treatment conventional insulins particularly insulin novo lente mean titer insulin antibodies considered related insulin demands sometimes length disease presence antibodies also recorded administration highly purified insulins much seldom lower titers could argument wider utilization products
2314,DBT,DBT2315,diabetic glomerulosclerosis current status morphology pathogenesis authors transl diabetic glomerulosclerosis consequence abnormal metabolic state characterized uniform thickening glomerular basement membrane gbm augmentation mesangial matrix alterations begin already years onset diabetes observed glomeruli extent diffuse type later nodular deposits glycoproteins additionally found mesangium nodular type nodules morphologically specific diabetic disorder association diffuse nodular glomerulosclerosis insudation plasma seen afferent efferent vessels glomerular capillary loops mechanism increase amount gbm material known since contradictory data reported regards chemical composition metabolism gbm human experimental diabetes postulate abnormal deposition gbm mateiral due excessive synthesis anabolic disorder others argue decrease normally slow breakdown disposal catabolic disorder might responsible review presents different pathogenetic concepts glomerulosclerosis attemps explain possible causes current discrepancies
2315,DBT,DBT2316,studies glomerular mesangium juxtaglomerular apparatus genetically diabetic mouse intact uninephrectomized genetically diabetic dbdb mice cblksj nondiabetic littermates dmm renal biopsies performed months age renal tissues studied regular light microscopy variety immunohistochemical techniques intact dbdb mice peripheral mesangial thickening compared dbm mice thickening predominantly due increased mesangial matrix material extended glomerular hilum extraglomerular mesangium juxtaglomerular apparatus abnormality markedly increased uninephrectomized dbdb mice dbdb un compared intact dbdb mice dbm un animals slightly greater mesangial thickness intact dbmice less dbdb mice intact dbdb mice increased mesangial igm staining compared dbm mice differences magnified uninephrectomy igm staining especially diabetic mice involved peripheral mesangium glomerular hilum extending extraglomerular mesangium distal tubule level macula densa tubular staining region juxtaglomerular apparatus tubular basement membrane epithelial cells epithelial cells distal tubular epithelial cell cytoplasm also showed increased staining igm tubule coursed away glomerulus studies amplify argument alterations glomerular hemodynamics influence rate development diabetic glomerular lesions diabetic mice appear represent important model study mesangial macromolecular processing mechanisms
2316,DBT,DBT2317,isolation rat adipocytes chemical mediator insulin activation pyruvate dehydrogenase insulin treatment adipocytes increased amount activity low molecular weight acid stable material isolated intact adipocytes heat extraction subsequent sephadex g chromatography yielded single active fraction stimulated mitochondrial pyruvate dehydrogenase activating phosphatase altering kinase activity phosphatase activation demonstrated ability active material increase pyruvate dehydrogenase activity absence atp ability naf phosphatase inhibitor stimulation involvement kinase activation mechanism eliminated fact presence atp naf completely blocked stimulation pyruvate dehydrogenase active fraction stimulation pyruvate dehydrogenase dichloroacetic acid kinase inhibitor additive stimulation caused active fraction active fraction may contain intracellular chemical mediator second messenger insulin
2317,DBT,DBT2318,diabetes associated autoimmunity new zealand obese nzo mouse new zealand obese nzo mouse studied potential model autoimmune diabetes nzo mice develop obesity glucose intolerance insulin resistance low titer igm antibodies insulin receptor shown circulating antibodies native dna denatured single stranded dna antibody levels higher females mo age comparable found related nzb x nzw f nzbw mouse model systemic lupus erythematosus mo age antibody levels nzo mice fall toward normal contrast persistently elevated levels nzbw mice nzbw mice known succumb immune complex mediated proliferative glomerulonephritis yr age whereas nzo mice survive nzo kidneys exhibit light microscopic features diabetic lupus nephropathies glomerular proliferation mesangial deposits mild basement membrane thickening glomerulosclerosis eosinophilic nodules glomeruli occasional hyalinization glomerular arterioles healing arteriolar inflammation changes associated glomerular deposition immunoglobulin especially igm granular pattern fluorescent staining nzo mouse therefore evidence generalized immune disorder provides model studying relationship autoimmunity obesity diabetes
2318,DBT,DBT2319,islet glutathione insulin release isolated rat pancreatic islets glucose mm significantly increased reduced glutathione gsh decreased oxidized glutathione gssg levels dose related manner paralleled concomitant increase nadph decrease nadp change gsh level occurred quickly one minute addition glucose exogenous insulin microuml significantly decreased islet gsh levels presence mm glucose significantly inhibited insulin releasing effect thiol reagent parachloromercuribenzoate p cmb tolbutamide data together earlier observations suggest gsh levels pancreatic islets increased glucose decreased exogenous insulin via effects pentose phosphate shunt nadph results compatible hypothesis glucose exogenous insulin modifying redox state nadphnadp gshgssg systems modulate sensitivity beta cell insulin triggering actions glucose p cmb tolbutamide
2319,DBT,DBT2320,insulin receptors protein synthesis bone marrow cells reticulocytes normal rabbit bone marrow erythroid cells found possess insulin receptors number shows inverse relationship stage differentiation ranging sitescell less mature sitescell mature cells addition insulin rapidly stimulates incorporation leucine protein cells rabbit human rat peripheral blood reticulocytes rat reticulocytes concentration range hormone required phenomenon microuml
2320,DBT,DBT2321,decreased insulin binding human erythrocytes dexamethasone prednisone ingestion investigated changes insulin binding erythrocytes response overnight ingestion mg dexamethasone mg prednisone two groups eight lean healthy subjects dexamethasone administration reduced insulin binding p concomitant increase basal plasma insulin microuml p prednisone ingestion reduced insulin binding p increase basal insulin microuml significantly different decrease insulin binding dexamethasone prednisone associated decreased affinity erythrocyte insulin low occupancy increase dose unlabeled insulin resulted inhibition specific binding without changes number receptors earliest decrease insulin binding noted within h ingestion mg dexamethasone data suggest acute alteration insulin receptor function could occur erythrocytes small amounts dexamethasone prednisone mechanism consistent decrease receptor affinity rather decrease number receptors
2321,DBT,DBT2322,vivo incorporation h leucine h tryptophan proinsulin insulin islet cell proteins normoglycemic hyperglycemic hypoglycemic rats rats infused brief periods buffer glucose insulin l h leucine mci l h tryptophan mci quickly injected intravenously min onset infusion marked hyperglycemia hypoglycemia established rats remained connected infusion system killed min injection labeled amino acid pancreatic islets isolated enzymatic digestion pancreas processed radioautography measurement h proinsulin h insulin immunoprecipitation islet h proteins tca precipitation various tissues rats also removed measure tca precipitable labeled proteins incorporation h leucine proinsulin insulin times greater hyperglycemic hypoglycemic rats incorporation h tryptophan sedentary beta cell proteins measured thea density silver grain radioautographs showed sixfold difference great sensitivity hormonal nonhormonal protein biosynthesis pancreatic beta cell plasma glucose unique among tissues among pancreatic islet cells studied
2322,DBT,DBT2323,biosynthesis proinsulin islet cell proteins pancreatic beta cells rat radioautographic evaluation glucose effects vitro rat pancreatic islets incubated vitro l hleucine l htryptophan krebs ringer bicarbonate buffer containing mm glucose incorporation labeled amino acids islet cells evaluated quantitatively validated radioautographic procedure incorporation labeled leucine hproinsulin hinsulin measured immunoprecipitation islet proteins trichloroacetic acid precipitation incorporation labeled amino acids pancreatic beta cells patchy uniform beta cells mainly central regions islets showed poor incorporation label peripheral nonbeta endocrine islet cells mesenchymal islet cells uniformly labeled incorporation either amino acid nonbeta endocrine mesenchymal cells much affected absence glucose incubation buffer contrast incorporation amino acids beta cells strikingly affected incorporation hleucine proinsulin insulin mm glucose measured specific immunoprecipitation silver grain densities beta cells times less mm glucose incorporation htryptophan amino acid absent proinsulin nonhormonal sedentary beta cell proteins studied radioautography similarly strikingly affected absence glucose thus radioautography revealed great sensitivity hormonal nonhormonal protein biosynthesis beta cell concentration glucose medium
2323,DBT,DBT2324,serum lipoproteins diabetic rats fed high cholesterol diet feeding diet containing cholesterol cholic acid wtwt rats made diabetic administration streptozotocin mgkg produced marked hypercholesterolemia characterized high concentrations low density lipoproteins vldl intermediate density lipoproteins idl reduction concentration high density lipoproteins hdl vldl unique contained apo apo iv addition usual complement apoproteins apo b apo e c apoproteins idl similar apoprotein composition hdl rats deficient apo e nondiabetic rats fed diet exhibited similar qualitative changes lipoprotein concentration composition lesser increases vldl idl concentrations altered apoprotein composition suggested hyperlipoproteinemia associated cholesterol feeding rat due inadequate rate removal lipoproteins intestinal origin greatly exacerbated diabetes
2324,DBT,DBT2325,influence food intake absorption effect glipizide diabetics healthy subjects influence standardized breakfast single dose mg kinetics effects glipizide examined healthy volunteers diabetics previously exposed sulfonylurea volunteers glipizide caused increase plasma insulin reduction blood glucose continued fasting drug taken breakfast food intake influence peak concentration elimination half life bioavailability drug however food intake significantly delayed absorption glipizide h patients glipizide produced significant increase plasma glucose response meal starting breakfast min thereafter serum glipizide concentrations significantly higher drug taken h meal ingested concurrently former treatment increase plasma insulin occurred earlier blood glucose reduction pronouncedly greater latter treatment absorption glipizide may delayed concurrent breakfast may help explain administration glipizide h breakfast led appropriate relation serum concentration drug metabolic impact meal thereby promoting appropriate insulin release better glucose disposition concurrent intake drug breakfast
2325,DBT,DBT2326,studies effects hydroxytryptophan plasma glucose insulin mouse effects hydroxytryptophan plasma concentrations glucose immunoreactive insulin examined conscious mice blood samples obtained anaesthetizing mice lightly ether desired time large doses l hydroxytryptophan htp mgkg iv produced dose dependent hypoglycaemic response fasted mice eg control mmoll htp mgkg mmoll response preceded significant elevation plasma immunoreactive insulin concentration eg control mul htp mgkg mul induction diabetes alloxan mgkg iv h previously prevented hypoglycaemic effect htp alloxan diabetes abolished hyperinsulinaemic response mgkg htp reduced response mgkg htp alloxan diabetic mice htp produced marked hyperglycaemic response control mmoll htp mgkg mmoll normal mice pre treated nialamide monoamine oxidase inhibitor much lower doses htp mgkg required produce hypoglycaemia detectable elevation plasma insulin concentration accompanying hypoglycaemic response smaller doses htp nialamide treated mice hyperinsulinaemic hypoglycaemic actions htp normal mice prevented completely pretreatment benserazide inhibitor aromatic amino acid decarboxylase hydroxytryptamine modify plasma glucose concentration either normal nialamide treated animals concluded hypoglycaemic response htp normal mice mediated least partly elevation plasma insulin concentration although likely additional mechanisms involved
2326,DBT,DBT2327,chlorpropamide alcohol flush lack specificity familial non insulin dependent diabetes facial flush provoked alcohol chlorpropamide treated diabetics described genetic marker dominantly inherited type non insulin dependent diabetes study chlorpropamide alcohol flush observed control subjects n insulin dependent diabetics n patients non insulin dependent diabetes n among non insulin dependent diabetics difference frequency chlorpropamide alcohol flush found without family history diabetes specificity improved skin temperature measurement additional placebo tests according data chlorpropamide alcohol flush seem specific non insulin dependent diabetes hypotheses aetiology type diabetes based chlorpropamide alcohol flush regarded caution
2327,DBT,DBT2328,low dose chenodeoxycholic acid gallstone dissolution randomized trial poor operative risk patients thirty five patients minimally symptomatic radiolucent gallstones well opacifying gallbladders unusually high risk operative mortality randomized double blind three groups group placebo group mg chenodeoycholic acid cdcday group mg cdcday every six months oral cholecystograms duodenal bile obtained serum collected months month intervals months placebo patients assigned mg cdcday group b changes occurred group n gallstones dissolution group complete c partial p group c p group b c lowest dose complete dissolution mgkday actual body wt lithogenic index bile improved mgday vs mean sdm p diarrhea serum biochemical changes occurred however three patients died medical illness low fixed doses cdc although optimal dissolved stones without toxicity ill patients
2328,DBT,DBT2329,similar epithelial healing rates corneas diabetic nondiabetic patients developed reliable method measuring corneal regeneration humans noninvasive readily available photographic techniques used method prospectively compare rates primary corneal regeneration surgery series diabetic nondiabetic patients rates corneal epithelial regeneration significantly different diabetic patients compared nondiabetic patients tendency toward recurrent epithelial defects confirmed diabetic patients however
2329,DBT,DBT2330,open lung biopsy renal transplant recipient renal transplant recipients open lung biopsy procedures performed two biopsy related complications hemorrhage pneumothorax five deaths although deaths could definitely related biopsy procedure seventeen biopsy specimens yielded specific diagnoses six nonspecific mortality rate patients specific diagnoses significantly different patients nonspecific diagnoses vs factors analyzed age diabetes hypoxia leukopenia donor source affect result biopsy conclude patients underlying disease added immunosuppressive therapy factors responsible clinical outcome suggest without early treatment infectious agents mortality rate group specific diagnoses would likely higher
2330,DBT,DBT2331,glycohemoglobin determinations normal pregnancy insulin dependent diabetics minor components adult hemoglobin aab c known increase presence sustained elevations maternal blood glucose study demonstrates correlation glycosylated hemoglobin components usual shorter term indices diabetic control addition correlation noted glycosylated hemoglobin values birth weight placental weight glycohemoglobin values serve accurate index long term control blood sugar helpful assessing efficacy treatment plan
2331,DBT,DBT2332,hypothalamic pituitary functions patients transsphenoidal encephalocele midfacial anomalies studied hypothalamic pituitary functions two patients transsphenoidal pituitary herniation associated midfacial anomalies defect floor sella turcica male patient short stature low plasma gh level response arginine infusion insulin induced hypoglycemia patients euthyroid showed normal plasma tsh responses trh serum prl levels borderline high one patient delayed excessive prl response trh neither patient evidence adrenal insufficiency hypogonadotrophic hypogonadism diabetes insipidus visual field defect one patient mild moderate mental retardation parents patients known consanguineous cases demonstrate need evaluate anatomy sella turcica hypothalamic pituitary functions patients midfacial anomalies
2332,DBT,DBT2333,necrotizing fasciitis streptococcal gangrene face report case review literature necrotizing fasciitis rare infection frequently preceded trauma usually caused beta hemolytic streptococcus disease characterized cutaneous necrosis suppurative fasciitis vascular thrombosis associated systemic problems common chronic alcoholism diabetes prominent involvement head neck structures exceedingly rare seven cases reported literature report additional case terminated fatally management requires high doses aqueous penicillin g potassium given intravenously early surgical drainage debridement necrotic tissue mortality may high negatively influenced delay diagnosis treatment
2333,DBT,DBT2334,association diabetes insipidus hypoparathyroidism addisons disease mucocutaneous candidiasis case central diabetes insipidus reported association idiopathic hypoparathyroidism adrenal failure mucocutaneous candidiasis diabetes insipidus recognised time discovery aldosterone cortisol deficiency occurred several years initial onset mucocutaneous candidiasis hypocalcaemia control diabetes insipidus achieved initially nasal aqueous lysine vasopressin later desmopressin development diabetes insipidus may aspect endocrine secretory failure associated idiopathic hypoparathyroidism
2334,DBT,DBT2335,reversal diabetes allogenic islet transplantation without immunosuppression streptozotocin induced diabetes temporarily reversed following allo transplantation balbc h islet tissue normal cba h k recipients week post transplantation animals return initial diabetic condition organ culture allogeneic islet tissue co days prior transplantation reduces immunogenicity tissue cultured allografts give prolonged greater days reversal diabetes normal allogeneic recipients non fasting blood sugar level remains close normal range urine glucose output one two orders magnitude less diabetic control animals allografted animals regain pre morbid body weight within days transplantation surgical removal allograft results rapid return animal initial diabetic condition
2335,DBT,DBT2336,refractive change alloxan diabetic rabbits control flavonoids rabbit eye hyperopic approximately induction diabetes leads enhancement degree hyperopia enhancement attenuated substantially flavonoids inhibitors aldose reduction development refractive changes diabetic lens involves aldose reductase catalyzed polyol synthesis
2336,DBT,DBT2337,igg heavy chain allotypes gm autoimmune diseases serum samples patients myasthenia gravis graves disease hashimotos disease systemic lupus erythematosus sle insulin dependent juvenile diabetes mellitus behcets syndrome psoriasis vulgaris leprosy duchenne progressive muscular dystrophy non related normal controls studied gm allotypes incidence gm phenotypes gm significantly increased patients myasthenia gravis graves disease hashimotos disease high sle patients gm haplotype increased patients myasthenia gravis chi corrected p less hashimotos disease chi corrected p less graves disease chi corrected p less sle chi greater corrected p greater total chi square four different gm haplotypes significantly increased patients myasthenia gravis chi corrected p less sle chi corrected p less hashimotos disease chi corrected p less graves disease chi corrected p less data suggest presence gm associated pathogenic polygenes certain autoimmune disorders
2337,DBT,DBT2338,chemistry life chemistry disease rise clinical biochemistry young scientific discipline may experience difficulties determining position young discipline placed juncture potent branches science long tradition case clinical biochemistry especially true situation look backwards identify first origins follow trends development helpful moreover close relationship history philosophy science provide insight nature present work potential future work discipline originated emergence modern chemistry end th century methods chemical analysis plant animal material developed first examination chemical processes living organisms followed successes chemical investigations causes mechanisms human disease become possible selected milestones evolution illustrate medical philosophical intellectual social background shaped rise clinical biochemistry
2338,DBT,DBT2339,lysosomal enzymes experimental diabetic cardiomyopathy present study examines role cardiac lysosomal enzymes pathogenesis cardiomyopathy develops genetically diabetic cblksj dbdb mice dbdb mice littermate controls sacrificed age matched pairs weeks age cblj obob mice littermates served controls hearts excised homogenized following enzymatic activities measured n acetyl beta glucosaminidase n acetyl beta galactosaminidase beta glucosaminidase aryl sulphatase alpha mannosidase alpha glucosidase beta galactosidase beta glucosidase total p nitrophenyl phosphatase acid phosphatase phosphodiesterase type iv progressive decrease cardiac lysosomal enzyme activities dbdb mice period weeks age enzyme activity depressed significantly week interval beta glucuronidase aryl sulphatase beta glucosidase decreased decrease lysosomal enzyme activity explain accumulation large residual bodies interstitial material myocardium dbdb animals
2339,DBT,DBT2340,relationship concentration h ions efficiency insulin treatment diabetic ketoacidosis efficiency insulin decrease blood glucose per unit insulin administered assessed cases diabetic ketoacidosis females males aged years terms degree plasma acidemia cases grouped ketoacidosis stages defined according ph values incipient ph cases moderate ph cases advanced cases severe ph cases mean h ion concentration recorded admission stages ketoacidosis neq neq neq neq respectively efficiency insulin first hours treatment interval acidemia partly corrected comparable four ketoacidosis stages ie mgl mgl mgl respectively mgl per unit insulin injected bolus somewhat lower efficiency insulin advanced severe cases ketoacidosis appears due vascular collapse encountered cases advanced ketoacidosis severe ketoacidosis since patients fall blood glucose per unit insulin mgl
2340,DBT,DBT2341,operative mortality following surgery carcinoma pancreas series patients carcinoma pancreas seen south india analysed median age years patients years age male female ratio diabetes mellitus smoking prevalent among males control group case alcoholism distribution blood groups controls clinical features patients reviewed operative mortality jaundiced patients similar whether simple laparotomy biliary bypass procedure pancreaticoduodectomy done mortality related depth jaundice degree abnormality serum transaminase levels related age patient stage disease ecg evidence ischaemic heart disease abnormalities either serum albumin concentration blood urea level following biliary bypass procedures patients dead within eight months pancreatoduodenectomy interval increased months differences stage disease two groups would account difference survival extent
2341,DBT,DBT2342,immunochemical studies insulin degrading enzyme pig rat skeletal muscle insulin degrading enzyme ide proteolytically degraded insulin high degree specificity purified pig skeletal muscle ammonium sulfate precipitation chromatography bio gel p deae cellulose finally rechromatography sephadex g rechromatography fraction enzyme also purified affinity chromatography affinity fraction fractions migrated single component position polyacrylamidegel disc electrophoresis antiserum pig muscle ide obtained immunization rabbits using rechromatography fraction means antiserum shown pig muscle ide affinity fraction rat muscle cytosol membrane ide gave precipitin band identity ouchterlony double immunodiffusion systems quantitative immunoprecipitin data demonstrated antiserum inhibited activities three ides compared normal rabbit serum data suggest insulin degrading enzyme porcine muscle rat muscle similar immunologic properties antiserum described useful tool examination subcellular distribution quantitative analysis insulin degrading enzyme may also helpful determining physiologic significance ide
