class,document,BONA_TFRF
DBT,DBT2163,glucosylation human diabetes complications rich tissues glucosylation hemoglobin serum diabetes glucosylation insoluble human protein little turnover method presence glucose collagenase glucosylation onset diabetes glucosylation individuals maturity diabetes glucosylation human level term diabetes
DBT,DBT2164,muller diabetic wistar diabetic months eye tissues prepared acpase microscopy products muller diabetic vitreoretinal deposits products golgi endoplasmic reticulum functional significance muller uncertain phenomenon eliminate debris necrotic pericytes glycogen diabetic conditions
DBT,DBT2165,receptor liver insulin receptor covalent cross receptor insulin adipocyte liver mr mr mr betamr mr stoichiometries betaalpha adipocyte receptor dithiothreitol mr mr receptor dissociation free receptor plasma receptor mr nonreducing conditions liver plasma insulin receptor
DBT,DBT2166,glucose intolerance due insulin resistance spinal intolerance occurs spinal injury sci spinal oral glucose tolerance tests subjects glucose intolerance insulin glucose tolerant normal subjects hyperinsulinism presence glucose intolerance insulin resistance peripheral insulin ogtt glucose intolerant sci values sci subjects exogenous insulin subjects insulin tolerance tests ogtt presence sensitivity resistance exogenous insulin spite presence insulin resistance insulin sci monocytes different subjects
DBT,DBT2167,obliterans risk dependent non insulin dependent obliterans legs noninvasive tests dependent non insulin dependent diabetic subjects aso iddm group niddm group aso increases iddm group significant correlations hemoglobin obesity effect risk aso
DBT,DBT2168,red sorbitol diabetic intact human intracellular sorbitol mediums glucose vitro incubations gas liquid sorbitol likely glucose medium tetramethylene specific aldose sorbitol dependent diabetics nondiabetics good correlation exists sorbitol plasma glucose red sorbitol vivo polyol important diabetes complications
DBT,DBT2169,haloalkane hepatotoxicity exogenous ketones metabolic ketosis haloalkane liver injury structure recent ketonic butanone methyl butylketone hexanedione kepone ketones butanol hexane potentiate liver injury haloalkanes potentiation haloalkanes state metabolic ketosis diabetes observations consistent hypothesis ketonic substances liver haloalkanes
DBT,DBT2170,diabetic emotional social impact diabetic perspective problems
DBT,DBT2171,coronary onset coronary findings male months single coronary findings severe coronary early inferior select group severe coronary suitable early therapy
DBT,DBT2172,plasma glucose degrees glucose glucose degrees intervals oral glucose tolerance tests normal subjects tolerance overnight insulin dependent diabetics positive glucose plasma glucose
DBT,DBT2173,glycosylation hemoglobin glycosylation hemoglobin hba hba diabetic ketoamine hexoses hexoses degrees glycosylation hemoglobin gram globin protein hmf index hmf index sd diabetic sd index glucose preceding weeks wide glucose values hemoglobin ketoamine hexoses hmf index independent methods hbac
DBT,DBT2174,diabetic vein obstruction retinopathy previous vein obstruction results investigation normotensive healthy hypertensive short diabetic hypertensive diabetic possible significance findings fundamental
DBT,DBT2175,developed gastrointestinal vascular complications myocardium arteritis diabetic ketoacidosis unique known
DBT,DBT2176,coronary preliminary report kahn nursing oscilloscope rhythm year deaths results pre coronary mention
DBT,DBT2177,heart diabetic develops diabetic cblksj dbdb mice dbdb mice littermate pairs weeks obob mice mannosidase glucosidase galactosidase glucosidase total rho nitrophenyl iv progressive mice weeks glucosidase glucosidase mannosidase galactosidase iv total rho nitrophenyl whereas enzymic obob mice glucosidase residual interstitial myocardium dbdb
DBT,DBT2178,correlation filtration filtration diabetic hyperfunction direct filtration filtration group short term diabetics filtration fold group close correlation filtration filtration factor diabetic hyperfunction possible term implications functional
DBT,DBT2179,liver liver tests unselected diabetics insulin oral liver tests plasma glutamyl twice upper normal correlation diabetic results liver tests evidence bright ultrasound fatty infiltration liver rise plasma transferase significant liver uncommon diabetic
DBT,DBT2180,oral glucose tolerance tests glucose insulin intervals normal dogs pre test starvation time glucose test ml oral test way oral test glucose tolerance test glucose intolerance glucose tolerance test conditions diabetic dogs glucose disappearance constants normal diabetic disparity normal diabetic glucose disappearance less intolerance
DBT,DBT2181,angiopathies angiopathies restriction todays resistance permeability principles diseases parameters substances rutosides
DBT,DBT2182,term forty severe vascular glaucomatous defects dragees weeks intervals funduscopy odg results regard serious disorders
DBT,DBT2183,lesions year man lesions lesions disc diameters size flat eye transmission lesions reflectivity diagnostic metastases primary primary nevi general heart oral mucosa mediastinal lymph undifferentiated compatible primary enlargement lesions months undifferentiated metastases eye discrete melanocytomas diffuse tract melanocytomas uncertain recognition melanocytomas general exclude primary
DBT,DBT2184,phenylephrine hydrochloride phenylephrine hydrochloride safe ocular side side topical instillation uncommon severe ten phenylephrine aneurysms insulin dependent diabetes ophthalmic elderly phenylephrine narrow glaucoma monoamine oxidase tricyclic
DBT,DBT2185,vitrectomy management diabetic detachment diabetic detachment underwent vitrectomy december months tests vitrectomy scleral scleral resection recurrent rubeosis iridis phthisis bulbi iatrogenic rhegmatogenous detachment iatrogenic cataract
DBT,DBT2186,diabetic detachment final group diabetic identify parameters selection detachment important hammock flat good top tent florid diabetic retinopathy preretinal iatrogenic tears
DBT,DBT2187,pancreatic oral glucose diabetes pancreatic pp plasma pp oral glucose normal subjects diabetic plasma pp oral exaggerated rise plasma pp diabetic normal subjects pp oral glucose plasma insulin results pp metabolic endocrine
DBT,DBT2188,hemoglobins hemoglobins friedreichs insulin dependent diabetics healthy diabetic non diabetic results non diabetic friedreichs diabetic friedreichs dependent diabetics hemoglobins
DBT,DBT2189,malignant otitis elderly diabetic malignant otitis pseudomonas skin tests hypersensitivity ppd sd mumps peripheral serum normal paraprotein igg peripheral tetrazolium nbt test normal limits results immune predisposes malignant otitis elderly diabetic
DBT,DBT2190,retention report paralytic stomach atony retention radiographs group diabetic disorders many peripheral findings diagnostic problems conservative therapy management
DBT,DBT2191,laser photocautery contraindications laser photocautery time vitrectomy posterior tears flat sensory fibrovascular fronds flat neovascularization rubeotic iris means panretinal endophotocoagulation contraindications flat disc neovascularization disc infrared laser photocautery
DBT,DBT2192,gastrointestinal radiology iopanoate cultures familiar manifestations necrosis specific diagnostic tests uptake etc diagnostic impact management many obvious significance drugs medium iopanoic fact drugs aspirin cholestyramine laboratory iopanoic systematic pharmacology desirable laboratory parameters observations empirical observations mechanisms vivo unanesthetized identification possible little interaction conjunction colleagues pharmacy iopanoate aspirin iopanoate interaction cultures preliminary significance results potential
DBT,DBT2193,diabetic oculomotor paresis pupillary diabetic paresis concomitant dissociation slit lamp verify dissociation
DBT,DBT2194,diabetic foot calcis methods diabetics soft problems experiences soft defects hindfoot intact forefoot
DBT,DBT2195,effect insulin glycine methionine incorporation alloxan diabetic incorporation total diabetes insulin hormones inhibits glycine methionine incorporation total diabetic hormones effect insulin level glucocorticoid hormones
DBT,DBT2196,frusemide salt depletion normal subjects diabetic hyporeninaemic hypoaldosteronism immunoreactive pga plasma plasma renin pra subjects diabetic hyporeninaemic hypoaldosteronism restriction frusemide pra increases pga depletion normal pga diabetic fact individuals pga frusemide salt depletion renal renin obscure increases increases due renin system
DBT,DBT2197,hemoglobin insulin results hemoglobin obesity latent hemoglobin diabetes oral therapy insulin dependent latter method factor components insulin dependent remission hemoglobin insulin therapy index insulin
DBT,DBT2198,marrow plasmocytosis diabetic diabetes year lethal marrow significance marrow plasmocytosis marrow diabetics
DBT,DBT2199,lipoprotein obese plasma lipids plasma insulin pima hyperinsulinemia obesity plasma lipoprotein synthesis little heart lipoprotein group lipoprotein endogenous tg synthesis obese pima obese normal weight normolipidemic multicompartmental tg synthesis process stepwise delipidation obese obese pimas vldl synthesis synthesis fractional pimas group vldl tg delipidized time shorter vldl tg plasma insulin plasma insulin vldl tg hand vldl tg plasma free fatty plasma lipids heart vldl tg synthesis vldl tg vldl hyperinsulinemia
DBT,DBT2200,glucose endotoxin diabetic glucose endotoxin shock diabetic non diabetic exaggerated hyperglycemia diabetic hyperglycemia output glucose gluconeogenesis exaggerated glucose turnover endotoxin diabetic non diabetic respect heart hematocrit plasma lactate endotoxin urine flow glucose excretion diabetic non diabetic
DBT,DBT2201,cadaveric renal cadaveric renal stockholm figures group undergone term dialysis year group transplant poorer figures group complications serious infections heart conditions irreversible rejection hand less group findings renal
DBT,DBT2202,maturation diabetic pulmonary maturation diabetic pregnancy day diabetic untreated treated insulin diabetic state single iv wk onset pregnancy incorporation fetal group fetal insulin transmission delayed pulmonary maturation cytoplasmic glycogen epithelial
DBT,DBT2203,potential glucose tolerance factor glucose tolerance factor gtf vivo dietary chromium enhancer insulin insulin fold gtf stable modulation insulin ailments hyperlipidemia hypoglycemia obesity protein malnutrition malabsorption endogenous gtf
DBT,DBT2204,diabetic renal onset diabetics renal allografts related donors cadaveric donors time related cadaveric renal related year cadaveric renal year pre transplant coronary selection recent perioperative
DBT,DBT2205,haemoglobin dependent diabetes haemoglobin hba microcolumn insulin dependent hba day therapy day day glucose plasma bicarbonate hba nadir weeks months insulin hba months results hba level stabilization insulin dependent glycosylation hba consistent remission postremission phases
DBT,DBT2206,management critique management diabetes metabolic emphasis conflict influences interaction mutual influences individuals problems inadequate unreliable indices metabolic future management much diabetic impact recognition support stress diabetes
DBT,DBT2207,diabetic staff simulation insulin dependent diabetic diabetic staff wk insulin dependent respondents underwent urine results daily insulin snacks pseudo staff important staff pitfalls simulation staff diabetic
DBT,DBT2208,hypoglycemia parameters diabetes insulin diabetic subjects parameters insulin discontinuation insulin hypoglycemia enhancement adp normal time hypoglycemia return serum normal significant fibrinogen ethanol gelation test positive insulin counts insulin hypoglycemia coagulation diabetic
DBT,DBT2209,effect guar insulin requirements dependent diabetic subjects pancreas effect guar insulin requirements glucose mbg glycemic insulin dependent diabetic subjects endogenous insulin pancreas fifty hours insulin pancreas conditions guar second day insulin requirements day guar significant mgg
DBT,DBT2210,subcutaneous insulin insulin dependent diabetic subcutaneous sc insulin home glucose infusions significant growth cortisol secretory patterns plasma glucose values hemoglobin hba well normalization metabolic minor glucose sc injections glucose home complications
DBT,DBT2211,manifestations hypothalamic regulatory nervous system endocrine metabolic many coordinated hypothalamic
DBT,DBT2212,impotency current investigative impotency recent psychogenic problems thorough tests differentiation etiology tests impotency guide intervention irreversible impotency impotence psychogenic nonjudgmental psychogenic impotence method urologists problems primary urologic university san therapy resident physicians
DBT,DBT2213,contractile streptozotocin diabetic contractures phenylephrine pe relaxation theophylline theo untreated insulin streptozotocin diabetic weeks induction pe diabetic units neutral diabetes decreases contractures contractures pe contracture theo contracture untreated insulin diabetes weeks induction vivo insulin decreases relaxation pe contracture prevent relaxation contracture weeks results mechanisms pe contractures diabetes contracture relaxation induction relaxation pe contracture
DBT,DBT2214,insulin release hypoglycemic remission healthy subjects gm insulin ukg asthmatics insulin glucose asthmatics hypoglycemia output growth insulin recovery glucose asthmatic economical insulin hypoglycemic hypoglycemic asthmatics diabetes
DBT,DBT2215,normal human kidneys renal immunoperoxidase paraffin normal human kidneys disorders normal glomeruli bowmans mesangium peripheral loops significant types glomerulopathy related histopathological segmental diabetic nodules glomeruli
DBT,DBT2216,insulin man effect insulin subjects underwent oral glucose tolerance tests conditions doses subjects normal glucose tolerance insulin oral glucose glucose tolerance subjects glucose tolerance insulin tolerance weight group influences insulin
DBT,DBT2217,reevaluation sand sand obesus valuable diabetes laboratory free food sand obese hyperglycemia ketoacidosis sand obese hyperinsulinemic hyperglycemia rare ketoacidosis nonexistent obesity sucrose risk attempted group sand obesity time sucrose rich normal starch group hyperglycemia significant glucose insulin insulin resistance obesity dietary sand circulating tg tg sand plasma tg normal tg removal obesity psammomys obesus human
DBT,DBT2218,insulin secretory reserve insulin dependent time insulin dependent start insulin significant plasma residual insulin fall glucose start insulin therapy parallel glucose insulin therapy maximal standard test thirds maximal sensitivity
DBT,DBT2219,epinephrine glucose effect epinephrine stress plasma normal humans hyperglycemic due glucose output glucose hyperglycemia latter results endogenous insulin direct effect insulin glucose hyperglycemic effect epinephrine rise plasma glucose due epinephrine insulin epinephrine glucose output diabetic subjects effect epinephrine glucose unchanged diabetic state normal subjects hyperglycemic epinephrine cortisol former increases rise glucose output epinephrine latter converts hyperglycemia normal subjects concomitant insulin hormones diabetes group hormones findings stress extent diabetics normal subjects
DBT,DBT2220,plasma noradrenaline system insulin noradrenaline system due hypoglycemia insulin diabetics plasma noradrenaline heart filtration renal peripheral flow plasma excretion insulin whereas excretion glucose glucose insulin filtration renal flow unaltered whereas noradrenaline heart excretion excretion decreases filtration renal flow insulin due fall glucose rise excretion insulin fall glucose renal term diabetic nephropathy albuminuria insulin excretion due renal vasoconstriction plasma noradrenaline alloxan diabetic rabbits heart insulin short term streptozotocin diabetic endothelial free micropinocytotic insulin insulin plasma noradrenaline heart plasma excretion rise plasma noradrenaline insulin hypovolemia insulin findings diabetic insulin normal endothelial
DBT,DBT2221,effect chromium rich yeast glucose tolerance lipids elderly subjects non insulin dependent diabetics daily wk chromium rich brewers chromium torula yeast yeast serum glucose insulin oral glucose intervals serum total lipids triglycerides total group normals diabetics diabetic subgroups tolerance insulin output total lipids total group hypercholesterolemic subjects group significant tolerance insulin total lipids diabetic group chromium rich brewers glucose tolerance total lipids elderly subjects torula yeast insulin sensitivity brewers elderly level chromium chromium repletion brewers tolerance total lipids serum total group presence hypocholesterolemic factor chromium brewers yeast
DBT,DBT2222,resistance insulin glucagon human kinetics group nonobese humans endogenous hypertriglyceridemia increments glucagon tracer methods glucose turnover non steady state conditions disappearance fractional disappearance range glucagon insulin findings normals weight kg glucose glucose serum insulin plasma glucagon normals parameters resistant glucagon glucagon glucose normals total glucose disappearance normals fractional disappearance glucose serum normal insulin respect glucose insulin obesity
DBT,DBT2223,different hypothermia insulin release pancreas pancreas conditions perfusion liquid degrees degrees start perfusion medium mmoll glucose glucose mmoll mmoll micromolel glucagon nmoll isoprenaline micromolel degrees insulin glucose glucagon different degrees insulin insulin glucagon degrees degrees glucose glucagon second different glucose hand glucagon hand degrees degrees second isoprenaline insulin different
DBT,DBT2224,epinephrine hypoaminoacidemia normal diabetic human subjects effect effect epinephrine epinephrine normal human subjects diabetic insulin epinephrine pgml rise plasma epinephrine normal subjects progressive total circulating unchanged insulin effect plasma epinephrine insulin diabetics fall total plasma saline insulin diabetics effect plasma insulin withdrawn diabetics hypoaminoacidemic propranolol normal diabetic subjects prevented epinephrine fall plasma increments observed stress hypoaminoacidemic effect rise plasma insulin diabetic subjects findings glucose epinephrine insulin antagonistic
DBT,DBT2225,hepatoma system insulin cultures hepatoma insulin ki insulin insulin subsequent degradation hepatocytes time insulin receptor degradation insulin little degradation less degrees membrane homone uptake degradation insulin intralysosomal degradation degradation insulin procaine lidocaine energy dinitrophenol sodium cyanide degradation inhibits vinblastine insulin degradation methylamine prevent receptor insulin processing findings consistent insulin receptor endocytotic uptake intralysosomal degradation release degradation products insulin maximal incorporationof glycogen insulin less receptor occupancy concanavalin vinblastine insulin glucose incorporation glycogen excess insulin glycogen synthesis level intermediate degradation receptor system insulin receptor receptor termination
DBT,DBT2226,diabetic dbdb permanent insulin investigation mechanisms obesity diabetes independent endocrine whole system skin diabetic mice fewer littermates many generations insulin related genetic trait diabetes
DBT,DBT2227,isoproterenol insulin diabetic nonobese normal subjects extraction endogenous insulin iv micrograms peripheral plasma insulin nonobese normal subjects maturity diabetic subjects insulin obese diabetic subjects nonobese normal subjects insulin increments obese diabetic subjects nonobese diabetic subjects insulin extraction insulin increment increment isoproterenol nonobese obese diabetics normals significant nonobese obese diabetics sulfonylurea therapy predisposition diabetic retinopathy increments glucose diabetics insulin extraction diabetics normal insulin extraction isoproterenol insulin increments diabetics insulin extraction normals insulin extraction nonobese obese diabetic subjects insulin diabetics insulin extraction
DBT,DBT2228,pre operative residents heart institute risk current problems pulmonary coagulation problems renal risk usual presence risk dysfunction heart recent significant diabetes renal significant pulmonary dysfunction emergency non presence important thoracic usual risk usual risk current
DBT,DBT2229,quantitation quantitation transformation important host laboratory methods techniques results normal hyperlipidemia normal pregnancy populations diabetics subpopulations maturity onset pregnancy ethanol attainable human results hexose monophosphate shunt hmps pentose sugar diabetic hmps reversible normal collected techniques
DBT,DBT2230,oral report parapsilosis pathogen deals manifestations oral emphasis therapy literature many drugs lozenges condition drawn pathogen parapsilosis
DBT,DBT2231,white protestant clergy risk clergymen white protestant denominations favorable clergymen deaths total renal diseases white total total white clergymen motor vehicle leukemia extent lymphoma different findings social emphasis critical clerical
DBT,DBT2232,connective review recent connective tissues systematic degradation intercellular matrix glycoproteins matrix synthesis matrix state differentiation synthesis matrix degradation diseases diseases connective tissues diabetes osteoarticular diseases intercellular matrix matrix interaction specific matrix turn influences matrix informational importance connective tissues
DBT,DBT2233,lipoprotein previous report lipoprotein slpc sucrose risk rds slpc deliveries results slpcs severe preeclampsia sfd infant hand slpcs maternal diabetes rh isoimmunization normal pregnancy normal rds evidence maturation fetal severe preeclampsia maternal diabetes rh isoimmunization anencephaly fetal excretion fetal effect
DBT,DBT2234,possible risk proximal femur statistical rheumatoid primary hyperparathyrodism hip risks conditions noncontributory minor risk factor overall hip hip risk hemiplegia malabsorption syndromes therapy conditions thyrotoxicosis significant significant correlation previous hemiplegia side subsequent hip osteoporosis hemiplegic limb recent hip estrogen therapy therapy hemiplegia thyrotoxicosis conditions osteopenia hip
DBT,DBT2235,carbostimulin effect metabolic carbostimulin fixation tissues therapy level restores total ketoacids free increases normal limits urea urine
DBT,DBT2236,histiocytosis year male oral ulcers diabetes insipidus histiocytosis tests histiocytosis
DBT,DBT2237,friedreichs overview physiopathology quebec cooperative physiopathology results hypothesis unifying possible hypothesis demonstration state mitochondrial energy deprivation important weakness independent entry pyruvate diabetes stem dorsal root putative neurotransmitters correction intraventricular mitochondrial energy deprivation inner mitochondrial membrane phospholipids decreases membrane interference normal incorporation fatty search specific friedreichs
DBT,DBT2238,hypothalamic pituitary trh male diaetics therapy hypoglycemic nph insulin dietary therapy intact normal group glibenclamide therapy exaggerated lh prl tsh normal results lh tsh prl intact uncomplicated diabetes lh subjects related primary pituitary group
DBT,DBT2239,importance insulin release oral glucose tolerance pancreatic cephalic insulin release oral glucose tolerance diabetic intraportal islets insulin release weight glucose tolerance tests unstressed state permanent gtt oral gtt tests peripheral insulin gtt insulin release oral gtt cephalic normal insulin insulin peripheral insulin minutes glucose values time insulin oral gtt exogenous insulin insulin glucose different cephalic insulin release important factor glycaemia food plays oral glucose tolerance diabetic intraportal
DBT,DBT2240,spermatogenesis hypogonadotropic hypogonadism persistent spermatogenesis normal semen fertility face hypogonadotropic hypogonadism normal serum serum normal values consistent hypogonadotropic hypogonadism standard replacement therapy literature evidence roles spermatogenesis evidence gonadotropins fertility spermatogenesis doses exogenous spermatogenesis individuals hypogonadotropic hypogonadism sterile fertility semen time
DBT,DBT2241,crisis pancreatitis diabetic ketoacidosis diabetic ketoacidosis crisis pancreatitis phosphate depletion interaction diseases crisis pancreatitis rare
DBT,DBT2242,residual insulin glibenclamide insulin dependent diabetics residual insulin presence serum urine insulin diabetics significant serum urine weeks daily usual insulin metabolic glibenclamide insulin therapy insulin diabetics
DBT,DBT2243,direct time hydroxybutyrate acetoacetate computer spectrophotometer glucose onset diabetics methods hydroxybutyrate acetoacetate time enzymic iia computer spectrophotometer gilford system method micro plasma rapid recovery results instruments metabolic methods
DBT,DBT2244,lipoprotein lipase treated lipase lpl tissues hours diabetes streptozotocin glucose level fold level diabetic state lpl white tissues diabetic level lpl hours streptozotocin lpl hours significant hours pulmonary lpl diabetic significant hours results specific lpl diabetes lpl transport adipocytes proposes
DBT,DBT2245,polyuric megalocystis treated bladders polyuria diabetes medullary cystic insipidus panhypopituitarism psychogenic polydipsia polyuria urine volumes obstruction flowmetry cystourethrography
DBT,DBT2246,interstitial cylinder shrinkage diabetic maximal conduction velocity diabetic weeks intoxication intermediate onset conduction velocity streptozotocin group attributed maturation lack maturation cylinders growth cylinders group group fiber shape index circularity transverse cylinder shrinkage cylinders size shape cylinders hyperosmolar fixation streptozotocin cylinder effect operative
DBT,DBT2247,specific insulin cytoplasmic diabetic insulin specific insulin rise diabetes effect preincubation insulin liver liver diabetic less insulin diabetic membrane phosphorylation insulin resistance
DBT,DBT2248,ventromedial hypothalamic lesions pancreatic sensitivity streptozotocin electroytic lesions ventromedial sham streptozotocin stz mgkg lesions stz wk none sham doses diabetic terms hypoinsulinemia sham stz mgkg occur important factor sensitivity stz pancreatic injury important man
DBT,DBT2249,effect insulin serum serum radioreceptor values insulin glucose serum somatomedin values day untreated diabetic somatomedin total intakes nontreated diabetic diabetic lack insulin significant correlation serum somatomedin values glucose glucose diabetic insulin protein serum somatomedin interfere somatomedin effect radioreceptor
DBT,DBT2250,acrodystrophic trophic peripheral normal neurogenic primary primary qualitative fiber preparations unmyelinated lesions sural ankle degeneration sensory neurological trophic sensory important trophic sporadic unmyelinated acrodystrophic peripheral trophic usual tissues
DBT,DBT2251,serum serum pancreatic exocrine pancreatic insulin biguanides results serum immunoreactive trypsin pancreatic insulin dependent diabetics serum immunoreactive trypsin overall correlation observations evidence pancreatic exocrine diabetes serum inexpensive rapid
DBT,DBT2252,nitroanisole aniline hepatocytes diabetic nitroanisole aniline hepatocytes male female diabetic streptozotocin male diabetic metabolites microsomes diabetic cytochrome hepatocytes microsomes diabetic male disposition cytochrome hepatocytes metabolites hepatocytes mono oxygenase microsomes diabetes cytochrome hepatocytes microsomes results effect microsomal preparations disposition whole hepatocytes diabetic condition dependent hepatocytes
DBT,DBT2253,glucagon plasma man glucagon plasma infusions glucagon somatostatin microgram somatostatin glucagon normal insulin somatostatin insulin slight significant delta max mmol sem somatostatin glucagon glucagon insulin glucose somatostatin delta max mmoll hyperkalaemia results insulin evidence phenomenon hyperglycaemia insulin glucagon underlie hyperkalaemia serious stress diabetes
DBT,DBT2254,effect release hypoglycaemia insulin dependent diabetics previous blockers hypoglycaemia possible mechanisms key hormones insulin hypoglycaemia insulin dependent diabetics subjects propranolol metoprolol hypoglycaemia blocking glucagon cortisol growth hypoglycaemia adrenaline hypoglycaemia less diabetics non diabetics insulin release key glycogenolytic gluconeogenic hormones blockers clearance delayed recovery glucose non due lack gluconeogenic glycerol
DBT,DBT2255,hypersection pancreatic somatostatin obese zucker food restriction islets obese zucker somatostatin srif glucose islets srif contents obese islets obese glucose insulin release insulin islets obese wk weight obese pancreatic delta different srif glucose srif release reductions insulin glucose insulin islets obese zucker times contents srif insulin islets obese glucose intolerance srif islets glucose range delta obese sensitivity glucose obese glucose conditions srif insulin islets obese results pancreatic delta obese zucker hypersecretion pancreatic srif obesity zucker obscure
DBT,DBT2256,gas spectrometry unsaturated dicarboxylic urine unsaturated dicarboxylic urine total methyl method employed dicarboxylic individuals normal fatty group isomers mesaconic citraconic isomers methylglutaconic muconic methyl esters dicarboxylic diabetic ketoacidosis total succinic adipic ketoacidotic
DBT,DBT2257,peptides water sodium neuroactive peptides sodium different peptides normal vertebrates many birds reptile fish brisk drinking time day doses water intracranial sodium onset many hours repeated injections increases sodium isorenin second neuroactive undecapeptide salivary cephalopods extent intracranial dipsogens indistinguishable substances antidiuretic adh profound effect water diabetes mechanisms direct nervous system adh osmotic peptides claim neuroactive dipsogenic injected sodium sodium manifestations endocrine system paracrine system system concerned
DBT,DBT2258,trial doses ethisterone pregnancy term mothers trial doses ethisterone fetal diabetic random tablets respondents unaware hormones overall times england wales deaths complications diabetes tumours reproductive tract group malignant none non findings support evidence oestrogen latent tumour
DBT,DBT2259,hypersensitivity vasculitis granulomatous hepatitis glybenclamide report second literature hypersensitivity vasculitis time lesions histopathological male glybenclamide general condition hepatomegaly red nodes tips hands laboratory parameters normochromic normocytic eosinophil sedimentation slight serum hyperbilirubinemia skin lesions anular lesion diabetics histopathological liver hypersensitivity conspicuous vicinity different withdrawal histopathological cure early therapy
DBT,DBT2260,stable maturity diabetics insulin maturity diabetics oral year stable ill fatigue legs none ketoacidotic glucosuria less sugar months glucosuria sugar disappearance reluctant insulin months therapy stable diabetics
DBT,DBT2261,infections current mucous whon home homes infections mucous thrush units previous infant mycosis intercrural skin leiners cutaneous incontinence obese intestinal diabetes hand conditions homes
DBT,DBT2262,endocrine primary endocrinological diseases respect dysfunction parathyroid hypophysis
DBT,DBT2263,water glycogen synthesis glucogen synthesis liver vivo incorporation ho glycogen incorporation glycogen glycogen incorporation maximal values glycogen incorporation pre feeding values post prandial streptozotocin diabetes rise glycogen effect ho incorporation insulin glycogen glucose degradation glucose glycogen ho incorporation rapid hexose phosphates isomerase triose phosphate isomerase
DBT,DBT2264,risk arteriopathic arteriopathy matter risk vascular risk heart hyperuricaemia obesity renal immediate results barrage haemorrhagic pancreatitis results good prosthesis non vascular risk extraperitoneal transperitoneal problems aortobifemoral bypasses state risk short term results correction
DBT,DBT2265,unique participants multimorbidity concomitant diseases subdivision diseases second group diseases hyperlipoproteinaemia diabetes hyperuricaemia hypertensive metabolic degradation diseases results unique risk hypertensive metabolic manifestations heart
DBT,DBT2266,peculiarities therapy hyperlipoproteinemia complications importance hypertriglyceridaemia monosaccharides suitable etiopathogenesis general valid risk inclination rhythm pancreatitis
DBT,DBT2267,therapy feeding diabetes therapy specific peculiarities diabeticum pre intra time points coma therapy insulin way usual methods guide lines diabetic pre intra problems pragmatic points
DBT,DBT2268,prolactin trh insulin dependent obese diabetic obesity obese iri gh prl conditions obese diabetic gh values normal iri iri gh test plasma conditions obese diabetic obese different values subjects insulin independent obesity stimulus specific hypofisary system prl gh
DBT,DBT2269,microcirculation diabetic subject diabetic foot male subject slight diabetes typical serious limb mild dysmetabolic picture normal evidence damage districts whereas typical diabetic foot concomitant position important early microcirculation
DBT,DBT2270,colour diabetic retinopathy glucose effect colour diabetic retinopathy diabetic method glucose diabetics colour status glucose oxidase peroxidase test laboratory values colour diabetic retinopathy significant effect method glucose vast diabetics monitor method defects
DBT,DBT2271,effect therapy remission diabetic elctroconvulsive therapy ect diabetes recent onset non insulin dependent free diabetes
DBT,DBT2272,tract infection postmenopausal diabetic nonhospital populations tract infections diabetic non diabetic former conditions infections tract infection postmenopausal diabetics non diabetics tract infection premenopausal coli mirabilis versus klebsiella versus diabetic sepsis infection diabetic versus severe renal plasma clearance ml postmenopausal none non diabetics renal damage
DBT,DBT2273,glucose insulin oral sucrose fructose sorbitol pancreas means glucose insulin sorbitol fructose sorbitol group maturity diabetics steepest insulin return laxative smallest insulin return fructose sorbitol results insulin return sucrose shows effect fructose sorbitol
DBT,DBT2274,hdl therapy metabolic plasma hdl metabolic atherosclerotic lesions diabetics hdl values females diabetes insulin therapy hdl values diabetics oral latter metabolic hba insulin diabetics correlation metabolic hba hdl hdl diabetics hdl suitable risk atherosclerotic complications
DBT,DBT2275,cultures diabetic dbdb demonstration insulin insulin skin diabetic dbdb mice specific time dependent maximal porcine insulin desalanine insulin insulin insulin insulin types fibroblasts dissociation constants diabetic fibroblasts insulin diabetic fibroblasts fibroblasts fibroblasts diabetic fibroblasts fibroblasts time dependent insulin normal insulin prevented cycloheximide diabetic fibroblasts maximal deoxy glucose uptake nm nm insulin fibroblasts diabetic cultures nm insulin half maximal deoxy glucose uptake nm insulin diabetic fibroblasts nm ornithine decarboxylase results cultures diabetic insulin receptor many generations insulin
DBT,DBT2276,plasma triglycerides diabetic diabetic females hypertriglyceridemia females obesity important factor hypertriglyceridemia hypercholesterolemia correlation haemoglobin triglycerides little correlation plasma glucose triglycerides
DBT,DBT2277,diabetic nephropathy review current status etiopathogenetic personal select significant current regard diabetic nephropathy update daily questions aetiopathogenesis renal diabetic nephropathy conventional unsatisfactory results recent replacement therapy dialysis
DBT,DBT2278,hyperlipoproteinemic subjects values normalweight normolipemic healthy serum uric subjects iv hyperlipoproteinemia much significant positive correlation serum level correlation hypertensive hyperlipemic subjects uric normotensive ones hand hyperlipoproteinemic hyperinsulinism turnover obese hypertriglyceridemic subjects synthesis purines uric
DBT,DBT2279,effect glucose level normals diabetics effect glycemia diabetic normal method toluidine jeun glucose minutes cigarettes glycemia group diabetics glucose values glycemia rise free cigarettes cigarettes glycemia due mobilization sth cortisol diabetics normal subjects
DBT,DBT2280,recent sympathetic system sodium state renin system functional heart components important complementary normal components non vascular reactivity review recent observations concepts antihypertensive
